Sat Apr 16 15:21:51.388 2022 : CtMain::main processing for command=/ call show 
Sat Apr 16 15:21:51.389 2022 : Entering LinuxControllerExplorer::explore 
Sat Apr 16 15:21:51.389 2022 : Entering LinuxControllerExplorer::getCtrlCount
Sat Apr 16 15:21:51.390 2022 : LinuxControllerExplorer::getCtrlCount _hDvr=4 _hDvrSwr =-1
Sat Apr 16 15:21:51.477 2022 : VdDataMfi::getPrl targetId=6, PRL=0
Sat Apr 16 15:21:51.477 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.477 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.477 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.477 2022 : Drive deviceID=13 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.477 2022 : VdDataMfi::getPrl targetId=7, PRL=0
Sat Apr 16 15:21:51.477 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.477 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.477 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.477 2022 : Drive deviceID=18 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.477 2022 : VdDataMfi::getPrl targetId=8, PRL=0
Sat Apr 16 15:21:51.477 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.477 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.477 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.477 2022 : Drive deviceID=19 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.477 2022 : VdDataMfi::getPrl targetId=9, PRL=0
Sat Apr 16 15:21:51.477 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.477 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.477 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.477 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.477 2022 : Drive deviceID=12 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.477 2022 : Drive deviceID=12 (PdDataMfi::getPdConfigInfo) DG=9 span=0 arm=0
Sat Apr 16 15:21:51.477 2022 : Drive deviceID=12 (PdDataMfi::getSATAPDRevision) 
Sat Apr 16 15:21:51.477 2022 : Drive deviceID=12 (PdDataMfi::getSATAIdentifyData) 
Sat Apr 16 15:21:51.489 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat Apr 16 15:21:51.489 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=2
Sat Apr 16 15:21:51.489 2022 : Drive deviceID=12 (PdDataMfi::getProgress) 
Sat Apr 16 15:21:51.489 2022 : LinuxMfiDataProvider::fireIoctl DCMD=2060000 mbox.w[0]=c mbox.w[1]=0 mbox.w[2]=0
Sat Apr 16 15:21:51.489 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat Apr 16 15:21:51.489 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=2
Sat Apr 16 15:21:51.489 2022 : Drive deviceID=12 (PdDataMfi::doesPdContainFrnCfg) = 0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=9 epd=0
Sat Apr 16 15:21:51.489 2022 : Entering AdapterDataMfi::isEnhancedRaid1Esupported
Sat Apr 16 15:21:51.489 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.489 2022 : Exiting AdapterDataMfi::isEnhancedRaid1Esupported
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=10 epd=0
Sat Apr 16 15:21:51.489 2022 : Entering AdapterDataMfi::getOem
Sat Apr 16 15:21:51.489 2022 : LinuxMfiDataProvider::fireIoctl DCMD=10e8481 mbox.w[0]=0 mbox.w[1]=0 mbox.w[2]=0
Sat Apr 16 15:21:51.489 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat Apr 16 15:21:51.489 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=2
Sat Apr 16 15:21:51.489 2022 : Exiting AdapterDataMfi::getOem
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=0 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=1 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=2 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=3 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=4 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=5 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=6 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=7 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=8 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=9 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=10 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::isVolumeEPD ID=11 epd=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::getDgIndex targetId=10, dgNum =1868821583
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::getVdInfo displaying VD ID=10/10 
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::getSpanDepth targetId=10, spanDepth=1
Sat Apr 16 15:21:51.489 2022 : VdDataMfi::getRAIDLvl ID=10 prl=0, spanDepth=1
Sat Apr 16 15:21:51.489 2022 : Entering AdapterDataMfi::isTreatR1EAsR10
Sat Apr 16 15:21:51.489 2022 : Entering AdapterDataMfi::getMFCdata
Sat Apr 16 15:21:51.489 2022 : Exiting AdapterDataMfi::isTreatR1EAsR10

Sat Apr 16 15:21:51.489 2022 : VdDataMfi::getSSCDType ID=10 nSSCDType=0 
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::isVdSSCD ID=10 isSSCD=0
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getState targetId=10, state=3
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getConsistentState targetId=10, state=1
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getDefaultCachePolicy targetId=10, currentCachePolicy=4
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getMrLdInfo targetId=10
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl DCMD=3020000 mbox.w[0]=a mbox.w[1]=0 mbox.w[2]=0
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=2
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getMrLdProperties targetId=10
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getMrLdInfo targetId=10
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl DCMD=3020000 mbox.w[0]=a mbox.w[1]=0 mbox.w[2]=0
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=2
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getMrLdProperties targetId=10
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::isSSCSupported
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.490 2022 : Exiting AdapterDataMfi::isSSCSupported
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::getCcSchedMode
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::getCcScProperties
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl DCMD=1140200 mbox.w[0]=1 mbox.w[1]=0 mbox.w[2]=0
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=2
Sat Apr 16 15:21:51.490 2022 : Exiting AdapterDataMfi::getCcSchedMode
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::isCtrlNytroMegaRaid
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.490 2022 : ExitingAdapterDataMfi::isCtrlNytroMegaRaid
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getNumDrivesPerSpan targetId=10, numdrvsPerspan=1
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getSpanDepth targetId=10, spanDepth=1
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.490 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.490 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.490 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.490 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.490 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.490 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.490 2022 : Drive deviceID=14 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:21:51.490 2022 : Drive deviceID=14 (PdDataMfi::getBlockSize) value=512
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getBlockSizeOfVd ID=10 blocksizeOfVd=512 
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getName targetId=10, name =
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getDsblPIInfo ID=10 dsblPI=0
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getEncryptionType targetId=10, encryptionType=0
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getPowerPolicy ID=10 powerPolicy=0
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getDefaultCachePolicy targetId=10, diskCachePolicy=0
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getCurrentAccessPolicy ID=10 currAccessPolicy=0
Sat Apr 16 15:21:51.490 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.490 2022 : Drive deviceID=14 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:21:51.490 2022 : Drive deviceID=14 (PdDataMfi::getBlockSize) value=512
Sat Apr 16 15:21:51.490 2022 : LinuxMfiDataProvider::fireIoctl DCMD=3080000 mbox.w[0]=a mbox.w[1]=0 mbox.w[2]=0
Sat Apr 16 15:21:51.491 2022 : LinuxMfiDataProvider::fireIoctl send_ioctl retcode=0 cmdStatus=0
Sat Apr 16 15:21:51.491 2022 : LinuxMfiDataProvider::fireIoctl returning with =0 errno=2
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isEnhancedRaid1Esupported
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting AdapterDataMfi::isEnhancedRaid1Esupported
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isSRL03Supported
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting AdapterDataMfi::isSRL03Supported retCode = 0
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getSrl targetId=10, SRL=0
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getNumDrivesPerSpan targetId=10, numdrvsPerspan=1
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getSpanDepth targetId=10, spanDepth=1
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getSpanDepth targetId=10, spanDepth=1
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getNumDrivesPerSpan targetId=10, numdrvsPerspan=1
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isEnhancedRaid1Esupported
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting AdapterDataMfi::isEnhancedRaid1Esupported
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isSRL03Supported
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting AdapterDataMfi::isSRL03Supported retCode = 0
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getSrl targetId=10, SRL=0
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getNumDrivesPerSpan targetId=10, numdrvsPerspan=1
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getSpanDepth targetId=10, spanDepth=1
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getSpanDepth targetId=10, spanDepth=1
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getNumDrivesPerSpan targetId=10, numdrvsPerspan=1
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getState targetId=10, state=3
Sat Apr 16 15:21:51.491 2022 : Drive deviceID=14 (PdDataMfi::isPdMissing) value=0
Sat Apr 16 15:21:51.491 2022 : Drive deviceID=14 (PdDataMfi::PdInfo) retCode=0 
Sat Apr 16 15:21:51.491 2022 : Drive deviceID=14 (PdDataMfi::isDedicatedHSP) value=0 
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isEnhancedRaid1Esupported
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting AdapterDataMfi::isEnhancedRaid1Esupported
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=0, PRL=0
Sat Apr 16 15:21:51.491 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.491 2022 : Drive deviceID=11 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=1, PRL=0
Sat Apr 16 15:21:51.491 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.491 2022 : Drive deviceID=17 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.491 2022 : VdDataMfi::getPrl targetId=2, PRL=0
Sat Apr 16 15:21:51.491 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.491 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.491 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.491 2022 : Drive deviceID=10 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.492 2022 : VdDataMfi::getPrl targetId=3, PRL=0
Sat Apr 16 15:21:51.492 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Drive deviceID=20 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.492 2022 : VdDataMfi::getPrl targetId=4, PRL=0
Sat Apr 16 15:21:51.492 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Drive deviceID=9 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.492 2022 : VdDataMfi::getPrl targetId=5, PRL=0
Sat Apr 16 15:21:51.492 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Drive deviceID=16 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.492 2022 : VdDataMfi::getPrl targetId=6, PRL=0
Sat Apr 16 15:21:51.492 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Drive deviceID=13 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.492 2022 : VdDataMfi::getPrl targetId=7, PRL=0
Sat Apr 16 15:21:51.492 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Drive deviceID=18 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.492 2022 : VdDataMfi::getPrl targetId=8, PRL=0
Sat Apr 16 15:21:51.492 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Drive deviceID=19 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.492 2022 : VdDataMfi::getPrl targetId=9, PRL=0
Sat Apr 16 15:21:51.492 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Exiting RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Drive deviceID=12 (PdDataMfi::isPdEpd)  value=0 
Sat Apr 16 15:21:51.492 2022 : VdDataMfi::getPrl targetId=10, PRL=0
Sat Apr 16 15:21:51.492 2022 : Entering RmDataMfi::getPdListInLd
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering MfiData::getMrCfgData
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Entering AdapterDataMfi::getCtlrInfo
Sat Apr 16 15:21:51.492 2022 : Exiting  AdapterDataMfi::isSupportMrArrayExt
Sat Apr 16 15:21:51.492 2022 : Exiting RmDataMfi::getPdListInLd
